="NumÃ©ro FINESS";="SIRET";="APE";="Raison sociale";="ComplÃ©ment distribution";="Adresse";="Lieudit/BP";="Code postal";="Libelle routage";="Tel";="Fax";="Date ouvert";="Code categorie";="Lib categorie";="Code statut";="Lib statut";="Code tarif";="Lib tarif";="Code PSPH";="Lib PSPH";="FINESS juridique";="SOC:";="Discipline1";="Mode de fonctionnement1";="ClientÃ?le1";="CapacitÃ© hommes1";="CapacitÃ© femmes1";="CapacitÃ© totale1";="Discipline2";="Mode de fonctionnement2";="ClientÃ?le2";="CapacitÃ© hommes2";="CapacitÃ© femmes2";="CapacitÃ© totale2";="Discipline3";="Mode de fonctionnement3";="ClientÃ?le3";="CapacitÃ© hommes3";="CapacitÃ© femmes3";="CapacitÃ© totale3";="Discipline4";="Mode de fonctionnement4";="ClientÃ?le4";="CapacitÃ© hommes4";="CapacitÃ© femmes4";="CapacitÃ© totale4";="Discipline5";="Mode de fonctionnement5";="ClientÃ?le5";="CapacitÃ© hommes5";="CapacitÃ© femmes5";="CapacitÃ© totale5";
="040784837";="334 353 471 00256";;="ESAT DOMAINE DE LA HAUTE LEBRE";="DOMAINE DE LA HAUTE LEBRE";="";;="04150";="REVEST DU BION";="04 92 77 90 10 ";="04 92 77 90 18";="14 avril 1980";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="130804032";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="61";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="050002096";="775 558 968 00068";="8810C";="ESAT PLEIN SOLEIL";;="340 CHEMIN DU RIOU";;="05130";="TALLARD";="04 92 54 08 60 ";="04 92 54 03 58";="01 janvier 1971";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="130804115";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="74";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="050002104";="775 549 751 00110";;="ESAT DE ROSANS";;="LES BUISSONS";;="05150";="ROSANS";="04 92 66 61 43 ";="04 92 66 61 43";="11 mai 1978";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="050001544";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="24";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="39";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="050002328";="775 558 968 00662";;="ESAT CEUZE";="QUA VILLAROBERT";="ROUTE DE ROMETTE";;="05000";="GAP";="04 92 40 23 00 ";="04 92 40 23 01";="01 janvier 1973";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="130804115";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="105";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="050006428";="775 558 968 00647";;="ESAT LES OVIERS";;="12 ROUTE DES ESPAGNOLS";;="05100";="VILLAR ST PANCRACE";="04 92 21 07 19 ";="04 92 21 07 19";="08 décembre 1993";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="130804115";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="28";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060007119";="775 552 219 00666";="8810B";="ESAT CAPTA";;="350 ALLEE CHARLES VICTOR NAUDIN";;="06410";="BIOT";="04 93 95 22 21 ";="04 93 67 30 32";="01 décembre 2004";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060790342";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Déficience intellectuelle";="0";="0";="40";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060011368";="410 516 157 00394";="8710C";="ESAT FERME ASCROS";;="3615 ROUTE DE PUGET THENIERS";;="06260";="ASCROS";="04 93 23 28 80 ";;="02 mars 2010";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060020443";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Handicap psychique";="0";="0";="8";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060016599";="383 497 765 00107";="8899B";="LES RESTANQUES";;="46 AVENUE HENRI DUNANT";="BP 14211";="06131";="GRASSE CEDEX";="04 92 42 40 00 ";;="30 octobre 2008";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060791548";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Handicap cognitif spécifique";="0";="0";="21";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060020336";="782 631 782 00102";="8810B";="ESAT L'ALMANDIN";;="591 CHEMINEMENT DU CAMP DE TENDE";;="06740";="CHATEAUNEUF GRASSE";="04 92 60 33 60 ";="04 93 70 87 06";="21 mars 2000";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060780137";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Surdi-Cécité avec ou sans troubles associés";="0";="0";="52";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060021078";="782 631 782 00193";="8810B";="ESAT PRELUDE";;="107 AVENUE JEAN MAUBERT";;="06130";="GRASSE";="04 92 60 33 60 ";="04 93 70 87 06";="11 décembre 2009";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060780137";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Handicap psychique";="0";="0";="10";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="30";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060029980";="410 516 157 00394";;="ESAT FERME ASCROS NICE";;="6 AVENUE HENRI BARBUSSE";;="06100";="NICE";;;="02 mars 2010";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060020443";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Handicap psychique";="0";="0";="4";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060781341";="775 552 268 00036";="8810C";="ESATITUDE CANNES";="VILLA NORAVA";="8 AVENUE DE COSTEBELLE";;="06400";="CANNES";="04 97 06 37 50 ";="04 93 43 99 60";="01 mars 1974";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060790292";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="121";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060781598";="383 497 765 00081";;="ESAT LES OLIVIERS DU TAOURO";;="149 CHEMIN DU MOULIN DE LA CLUE";;="06140";="VENCE";="04 93 24 56 24 ";="04 93 24 56 25";="12 avril 1972";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060791548";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience Motrice";="0";="0";="39";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="96";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060781614";="775 552 268 00317";="8810C";="ESATITUDE NICE";;="44 AVENUE DENIS SEMERIA";;="06300";="NICE";="04 92 00 28 80 ";="04 93 56 76 48";="01 juin 1974";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060790292";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="354";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060784154";="775 552 268 00143";="8810C";="ESATITUDE MENTON";;="95 ROUTE DE GORBIO";;="06500";="MENTON";="04 92 10 46 46 ";="04 93 28 46 83";="14 mars 1977";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060790292";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="127";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060784279";="775 552 219 00518";;="ESAT EPIS";;="86 RUE DE L'ISCLE";;="06340";="CANTARON";="04 93 27 74 60 ";="04 93 27 74 61";="01 novembre 1977";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060790342";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="145";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060789716";="782 631 782 00086";="8810B";="ESAT LES PRES";="175";="1 RUE 1ER AVENUE ZONE CARROS";;="06510";="CARROS";="04 93 59 40 80 ";="04 93 59 40 82";="04 avril 1904";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060780137";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="75";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060790417";="782 631 782 00045";="8810B";="ESAT LA BASTIDE";;="591 CHEMIN DU CAMP DE TENDE";;="06740";="CHATEAUNEUF GRASSE";="04 92 60 33 30 ";="04 92 60 33 33";="01 décembre 1980";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060780137";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="105";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060791571";="775 552 268 00127";="8810C";="ESATITUDE LA SIAGNE";;="290 IMPASSE DE L'ECOLE VIEILLE";;="06550";="LA ROQUETTE SUR SIAGNE";="04 92 19 12 12 ";="04 92 19 00 33";="16 avril 1984";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060790292";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="143";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060792215";="775 552 268 00341";="8810C";="ESATITUDE ANTIBES";;="620 RUE HENRI LAUGIER";;="06600";="ANTIBES";="04 93 73 00 19 ";="04 93 20 89 52";="01 décembre 1982";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060790292";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="156";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="060794161";="383 497 765 00040";;="ESAT LE PRIEURE";;="RUE JEAN MEDECIN";;="06430";="TENDE";="04 93 04 75 70 ";="04 93 04 71 58";="04 avril 1904";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="060791548";="";="Aide par le travail pour Adultes Handicapés";="Accueil de jour et accompagnement en milieu ordinaire";="Déficience intellectuelle";="0";="0";="64";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="070004809";="305 933 004 00460";="8810C";="ESAT MESSIDOR TOURNON SUR RHONE";;="40 RUE REMY ROURE";;="07300";="TOURNON SUR RHONE";="04 75 07 56 03 ";="04 75 07 01 05";="17 novembre 2003";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="690002290";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Handicap psychique";="0";="0";="10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="070006226";;="8810C";="ESAT DE COUCOURON";;="";="PLOT DE LA LAONNE";="07470";="COUCOURON";="04 75 94 74 53 ";;="27 octobre 2007";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="070001052";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="9";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="070007620";;="8810C";="ESAT L'AVENIR VIVIERS - ADAPEI 07";;="QUARTIER BELLIURE";;="07220";="VIVIERS";="04 75 52 82 81 ";;="19 décembre 1990";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="070785373";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="20";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="070007638";="776 229 551 00143";="8810C";="ESAT DU HAUT VIVARAIS EMPURANY";;="705 ROUTE D'ARLEBOSC";="LE  CROS DE BILLON";="07270";="EMPURANY";="04 75 06 47 29 ";="04 75 94 34 61";="02 décembre 1985";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="070785373";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="15";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="070783204";="775 672 272 12392";="8810C";="ESAT DE BEAUCHASTEL";;="14 ROUTE DU VIEUX RHONE";;="07800";="BEAUCHASTEL";="04 75 92 30 60 ";="04 75 62 46 27";="01 mai 1972";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="750721334";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficiences Intellectuelles (SAI) avec Troubles Associés";="0";="0";="134";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="070783212";="390 662 393 00086";="8810C";="ESAT LES AMANDIERS";;="920 ROUTE DE LARGENTIERE";;="07200";="LACHAPELLE SOUS AUBENAS";="04 75 89 81 00 ";="04 75 93 15 48";="04 octobre 1978";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="070000302";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Retard Mental Profond ou Sévère";="0";="0";="76";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="070783220";="776 229 551 00085";="8810C";="ESAT DU HAUT VIVARAIS - ADAPEI 07";;="863 ROUTE DE LA CHOMOTTE";="BP 186";="07100";="ROIFFIEUX";="04 75 69 26 40 ";="04 75 32 29 86";="28 juillet 1970";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="070785373";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="103";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="070783238";="390 662 393 00037";="8810C";="ESAT LES CHENES VERTS";;="335 CHEMIN DE LA BLACHE";;="07120";="RUOMS";="04 75 39 69 10 ";="04 75 39 75 40";="04 avril 1977";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="070000302";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="80";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="070783659";;="8810C";="ESAT DU CROS D'AUZON";;="805 CHEMIN DE L'AUZON";="DOMAINDE DU CROS D'AUZON";="07200";="ST MAURICE D ARDECHE";="04 75 37 75 86 ";="04 75 37 01 02";="01 janvier 1981";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="47";="Société Mutualiste";="34";="ARS / DG dotation globale";;;="070000641";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience intellectuelle";="0";="0";="32";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
